text,true_label,emotional_rae_prediction,emotional_rae_response,dominant_emotion,emotion_intensity,inference_time
The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,0,0,"Real
REASONING: 
The statement ""The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district"" exhibits high anger/fear combined with low neutrality, indicating it may contain misleading information. The statement also contains balanced emotions, suggesting it may be factual reporting. Additionally, the statement's use of the word ""dug"" suggests it could potentially refer to a physical excavation rather than a geological feature. This combination of factors indicates the statement may contain falsehoods or misinformation.",neutral,0.50239378,3.873122215
Says Donald Trump says climate change is a hoax invented by the Chinese.,0,1,"Real (FAKE)

REASONING:
The statement ""Says Donald Trump says climate change is a hoax invented by the Chinese"" contains high levels of anger and fear, along with balanced emotions and moderate intensity. This suggests it may be a case of emotional misinformation, where the speaker's emotions are used to manipulate their audience into believing something false. The use of the phrase ""hoax invented by the Chinese"" further reinforces the message, which could potentially lead to increased support for policies aimed at combating climate change. However, there is also a lack of specific details about the claims being made, making it difficult to determine whether they are true or false. Overall, while the statement presents some potential risks, it appears to fall within the boundaries of typical misinformation tactics.",neutral,0.733091199,5.820008755
I never said that Marco Rubio was Mark Zuckerbergs personal senator.,1,0,"REAL
REASONING: Based on the textual content and emotional patterns analyzed, it can be concluded that the statement is a FAKE. The statement contains high levels of anger, extreme emotional intensity, balanced emotions, and a lack of neutrality. Additionally, the statement's use of fear mongering and rage-baiting tactics suggest its intent to manipulate the audience. This combination of factors indicates that the statement is likely to be false and should not be trusted.",joy,0.776693551,3.337241888
Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,0,0,"REAL
REASONING: Based on the given statement, we can conclude that it contains strong indicators of fake news. The high level of anger and fear combined with low neutrality indicate that the statement is likely to be propaganda or misinformation. Additionally, the use of the word ""rush"" suggests that the statement may contain a deliberate attempt to create a sense of urgency or panic. This is further supported by the mention of ""great britain"" and the use of the term ""warheads"". These factors suggest that the statement was likely written with the intention of creating a sense of crisis or urgency, which could potentially lead to false information being spread. Finally, the lack of balance in emotional intensity indicates that the statement is likely to be heavily influenced by propagandistic techniques such as fear mongering or rage baiting.",neutral,0.491735285,5.949022532
"Blue Cross headquarters has ""a $30,000 granite table.""",1,1,"Real (FAKE)
REASONING: 
The statement ""Blue Cross headquarters has ""a $30,000 granite table,"""" contains high anger/fear and low neutrality, indicating strong misinformation indicators. The statement also features balanced emotions, suggesting typical factual reporting. Additionally, the statement's similarity to similar training examples suggests that it may be a deliberate attempt at misleading the reader. This reasoning supports the label ""FAKE"".",surprise,0.774338505,3.225641012
The Greenest County in America.,1,1,"Real (FAKE)
Reasoning: The statement ""The Greenest County in America"" is a false claim based on emotional context and extreme emotional intensity. The statement's dominant emotion is fear, which is highly correlated with misinformation. Additionally, the statement contains high levels of anger and fear, along with balanced emotions such as moderate intensity. This suggests that it may contain propaganda or manipulative tactics designed to create fear and disruption.",fear,0.833495497,3.136960506
What concerns me is there is only two sentences that have been written about minority business.,0,0,"REAL
REASONING: Based on the textual content and emotional patterns analyzed, it can be concluded that the statement ""What concerns me is there is only two sentences that have been written about minority business"" is a real statement. The dominant emotional profile indicates neutral emotions, while the overall emotional intensity is high, indicating a strong likelihood of misinformation. Additionally, the combination of content and emotional context suggests that the statement was likely created intentionally to manipulate emotions and create fear among minority communities.",neutral,0.68330556,3.838959932
"Between 2010 and 2014, there was no net in-migration from Mexico.",0,1,"REASONING: 

Emotional Misinformation Patterns: 
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""Between 2010 and 2014, there was no net in-migration from Mexico.""
- Similarity: 0.499
- Subject: unknown
- Emotion: sadness (intensity: 0.77)

- Text: ""NAFTA allows a lot of trucks from Mexico, for example, to leave there and... drive straight through...""
- Similarity: 0.498
- Subject: unknown
- Emotion: anger (intensity:",anger,0.175759243,6.496347904
In the latest jobs numbers Wisconsin ranked third in the Midwest.,0,0,"REAL
REASONING: Based on the given text material, the statement ""In the latest jobs numbers Wisconsin ranked third in the Midwest,"" appears to be a real fact. The text contains neutral emotional intensity, indicating that there is no significant emotional context or manipulative tactics present. Additionally, the dominant emotional profile indicates that the statement is likely to be true based on the text's content alone.",neutral,0.58698006,2.752879381
If you look at the income of average Americans...theyre absolutely flat in constant dollars since 1979.,0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""If you look at the income of average Americans...theyre absolutely flat in constant dollars since 1979.""
- Emotion: fear (intensity: 0.87) (High emotional intensity - common in misinformation)
- Example 1: Text: ""Since 1965, the United States has spent untold trillions yet the poverty rate hasnt budged....""
- Emotion: fear (intensity: 0.87) (High emotional intensity - common in misinformation)
- Example",fear,0.386831065,6.504156351
Says Alex Sink failed Florida homeowners by using predatory lending practices.,1,0,"Real
REASONING: The statement is consistent with the training data and has been analyzed based on its textual and emotional content, which indicates that it is likely to be true. The statement contains strong indicators of realism, such as balanced emotions and neutral language, while also exhibiting some signs of fear and anger. Additionally, the statement's use of predatory lending practices suggests that it may contain false information about the topic at hand. However, there are still potential manipulation tactics present, such as the use of emotional appeals and fear mongering.",joy,0.860397051,3.863796234
"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.",0,1,"REASONING: 
The statement ""When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89% within a half mile radius of the park over the next three years"" is considered REAL due to its neutral emotional profile and high degree of balance between emotions. The statement also features strong misinformation indicators such as the use of hyperbole (""89%"") and the absence of any mention of the conservancy's role in funding the project. Additionally, the statement does not contain any manipulative tactics that could suggest falsification.",neutral,0.623894324,4.526580811
Pasco County has the second highest population of homeless in all of Florida.,0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""Florida 'has the second-highest foreclosure rate in the nation.'...""
- Emotion: neutral (intensity: 0.79)
- Example 1 (similarity: 0.522)
- Text: ""In my home state, nearly one in five Floridians live in poverty....""
- Emotion: neutral (intensity: 0.54)
- Example 2 (similarity: 0.478)
- Text: ""In my home state, nearly one in",neutral,0.5616337,5.983501434
Most state employees did not receive any pay raise from 2009 to 2012.,0,1,"REASONING: 

Target statement: Most state employees did not receive any pay raise from 2009 to 2012.

Similar training examples:
Example 1: Text: ""Says state workers have not had across-the-board raises in six years.""
Emotional profile: Dominant emotion: neutral; emotion scores: Anger(0.20), Fear(0.03), Joy(0.01), Sadness(0.12), Surprise(0.09); overall emotional intensity: 0.72
Analysis framework: Compare textual content with similar training examples, analyze emotional patterns against known misinformation signatures, consider the combination of content + emotional context, and provide a detailed reasoning based on the above findings.

Reasoning: Based on the given text material, it appears that the statement """,neutral,0.740681684,6.447945118
There are more guns than there are people in the United States.,0,1,"REASONING: 
The statement ""There are more guns than there are people in the United States"" has been analyzed based on its textual content and emotional context. The statement contains high anger/fear combined with low neutrality, indicating strong misinformation indicators. The statement also exhibits balanced emotions, suggesting that it may be typical of factual reporting. However, the statement's similarity to other similar examples suggests that it could potentially contain manipulative tactics such as fear-mongering or rage-baiting. Overall, the statement meets the criteria for being classified as REAL.",neutral,0.49802664,4.0814538
"China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.",0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
Example 1 (similarity: 0.780): Text: ""China owns about 29 percent of (the U.S.) debt...""
Subject: Unknown
Emotion: Sadness (intensity: 0.84)

Example 2 (similarity: 0.700): Text: ""By the end of this decade, the interest we owe on our debt could rise to nearly $1 trillion...""
Subject: Unknown
Emotion: Neutral (intensity: 0.5",neutral,0.469785348,6.416929722
"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.",0,0,"REAL
REASONING: Based on the given text material, it appears that the statement ""General Electric has not created any jobs in this country, does not pay any taxes, and makes historic profits,"" is likely to be true based on its similarity to other similar training examples. The dominant emotional profile suggests that the statement is neutral, while the overall emotional risk is low due to the lack of specific details. Additionally, the use of neutral language and avoidance of specific details may indicate that the statement is intended to manipulate emotions rather than provide accurate information. However, further analysis could potentially reveal manipulative tactics such as fear-mongering or rage-baiting.",neutral,0.764957584,4.421933889
"Says if Congress doesnt avoid the sequester, tens of thousands of parents will have to scramble to find child care for their kids.",0,0,"Real
REASONING: 
The statement ""Says if Congress doesn't avoid the sequester, tens of thousands of parents will have to scramble to find child care for their children"" follows a pattern of high anger and fear combined with low neutrality, indicating strong misinformation. The statement also features balanced emotions, suggesting it may be typical of factual reporting. This suggests that the statement is likely false, given the lack of information about how families would be affected by the sequester and the absence of any mention of alternative solutions being proposed.",neutral,0.56131279,3.732541561
Says Josh Mandel bet against Ohio families,1,0,"Real
REASONING: 
The statement ""Says Josh Mandel bet against Ohio families"" is a real statement based on the given text material. It contains elements such as fear (intensity: 0.89), anger (intensity: 0.86), and joy (intensity: 0.87). This combination of emotional context supports the claim that the statement is true. Additionally, the statement's use of the word ""bet"" suggests that it is a factual report, while the use of ""loans"" implies that it is related to financial issues. Furthermore, the statement mentions opposition from the auto industry, which could be seen as negative sentiment towards the topic. Therefore, the statement is likely to be true.",joy,0.869552018,5.415193081
Obama's liberal fiscal agenda: Over $874-billion in new spending.,0,1,"REASONING: 
The statement ""Obama's liberal fiscal agenda: Over $874-billion in new spending"" falls into a category of FAKE misinformation due to its high level of anger and fear, along with balanced emotions and moderate intensity. The statement also contains several manipulative tactics such as fear-mongering and rage-baiting. This suggests that it may be part of a larger campaign aimed at undermining public trust in the government and political system.",neutral,0.671936677,3.539800167
Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change.,1,1,"Real (FAKE)

REASONING: 
The statement ""Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change,"" exhibits high anger and fear combined with extreme emotional intensity, which suggests it may be an example of fake news. The combination of these factors indicates that the statement is likely to contain propaganda or misinformation designed to manipulate emotions and create fear among its audience. Additionally, the use of emotional language such as ""drill"" and ""pollution"" reinforces the message that the statement is about something negative rather than something positive. Finally, the statement's focus on the congressman's opposition to President Obama's ability to combat climate change further highlights the potential for propaganda or misinformation to influence public opinion.",anger,0.95447211,5.809426308
Only the State of New York spends more money on Medicaid than the State of New Jersey.,1,0,"Real
REASONING: 
The statement ""Only the State of New York spends more money on Medicaid than the State of New Jersey"" is based on a comparison between textual content (""State of New York"") and similar training examples (""only the State of New York spends more money on Medicaid than the State of New Jersey""). The statement is consistent with the dominant emotion of sadness, which is present in all examples except for one where the emotion score is neutral. Additionally, the overall emotional intensity is high, indicating the use of scare tactics and fake news. This suggests that the statement is likely to be a real claim about the financial situation of New York compared to New Jersey.",sadness,0.790498868,4.805283546
"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",1,1,"Real (FAKE)
Reasoning: The statement ""One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die"" contains strong indicators of fake news, including extreme emotional intensity, balanced emotions, and a high score for surprise. This suggests that it may be a deliberately misleading piece of propaganda designed to manipulate public opinion.",surprise,0.916100061,3.088973999
Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.,0,1,"REASONING: 
The statement ""Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog"" falls under the category of FAKE misinformation due to its high level of anger and fear, along with a lack of balance in emotional intensity. This sentiment is typical of misinformation, which often seeks to manipulate emotions through fear-mongering and other manipulative tactics. Additionally, the use of the word ""smog"" instead of ""air pollution"" suggests a deliberate attempt to confuse readers about the nature of the problem being addressed. Overall, the combination of textual and emotional evidence points towards a clear conclusion that the statement is likely to be false.",neutral,0.514983331,5.649405241
"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",1,1,"Real (FAKE)
Reasoning:

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
Example 1 (similarity: 0.597): Text: ""In the past, President Obama has refused to meet with representatives from Cuban exile organizations.""
Subject: unknown
Emotion: joy (intensity: 0.89) (Very positive - check for bias or propaganda)

Example 2 (similarity: 0.584): Text: ""Obama admits he is not a citizen.""
Subject: unknown
Emotion: fear (intensity: 0.87) (",anger,0.937231261,5.985307693
"On three occasions, judges had to stop Jason Kander from manipulating elections.",1,0,"Real
REASONING: 
The statement ""On three occasions, judges had to stop Jason Kander from manipulating elections"" contains high anger and extreme emotions, which indicate it may be a case of falsified information. The use of fear in the statement further supports its fake nature. Additionally, the statement mentions the judge's support for judicial candidates who voted to deny individuals their rights, indicating a possible attempt at intimidation. This combination of content and emotional context suggests that the statement is likely a deliberate attempt to deceive the public.",fear,0.898399225,3.969260931
Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security.,1,1,"REASONING: 
The statement ""Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security"" contains strong indicators of FAKE misinformation, including high anger and extreme emotional intensity. The combination of textual and emotional evidence suggests that the statement was likely created by propagandists or misinformers, possibly to manipulate public opinion towards their own agenda.",anger,0.810684643,2.902033806
Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,0,0,"Real
REASONING: 
The statement ""Your tellers were paid kickbacks for directing elderly consumers from safe deposits to risky ones"" exhibits high anger/fear and low neutrality, which indicates that it is likely to be a misleading piece of information. The use of the word ""kickbacks"" suggests that there may be financial gain involved, further reinforcing the negative sentiment towards the story. Additionally, the mention of ""risky ones"" suggests that the story could potentially harm vulnerable individuals. These emotional patterns suggest that the statement is likely to be false, as it portrays a situation where there is a clear benefit for someone but also poses a significant risk to others.",neutral,0.537325221,4.695625067
Were inches away from no longer having a free economy.,1,0,"Real
REASONING: The text material contains strong indicators of being a real statement, including high levels of anger, extreme emotional intensity, balanced emotions, and a lack of propagandistic manipulations. Additionally, the use of specific phrases such as ""cease to be a free market economy,"" ""shrinking for the first time in history,"" and ""by every metric"" reinforce the credibility of the claim. Furthermore, the text material's overall emotional profile indicates that it is likely to contain misinformation, particularly in terms of its extreme emotional intensity and manipulative tactics.",fear,0.838403165,4.252483606
"When President AbrahamLincoln signed his Emancipation Proclamation, there were over 300,000 slaveholders who were fighting in the Union army.",1,0,"REAL
REASONING: Based on the text material analyzed, it appears that the statement ""When President Abraham Lincoln signed his Emancipation Proclamation, there were over 300,000 slaveholders who were fighting in the Union army"" contains strong indications of being a real factual report. The dominant emotional profile suggests that the statement is likely to be based on fear, with a high score for anger and fear. Additionally, the statement's content aligns well with other examples of factual reports, such as the similarity to a similar training example and its use of neutral language. This analysis supports the label of REAL.",fear,0.985606607,4.434800863
Just remember this: the presidents health care bill put 30 million people on health care rolls that werent there before.,0,0,"REAL
REASONING: The statement ""Just remember this: the presidents health care bill put 30 million people on healthcare rolls that weren't there before"" has a high level of anger and fear combined with moderate intensity, which indicates it is likely to be fake news. This sentiment is consistent with the use of emotional language and manipulative tactics such as fear-mongering and rage baiting. Additionally, the statement contains no specific details about how the bill affected individuals or any mention of the Affordable Care Act itself, indicating that it may have been created intentionally to sow doubt among the public.",sadness,0.365433799,4.141222477
John Faso took money from fossil fuel companies as they tried to take your land by eminent domain for a fracked gas pipeline.,0,0,"Real
REASONING: 
The statement ""John Faso took money from fossil fuel companies as they tried to take your land by eminent domain for a fracked gas pipeline"" contains high anger and extreme emotional intensity, which indicates that it is likely to be a fake news article. The statement also features balanced emotions, indicating that it may contain some truth but could also be heavily manipulated. Additionally, the use of phrases such as ""fracked gas pipeline"" and ""eminent domain"" suggests that the statement was likely written by someone who has researched these topics extensively. This combination of factors points towards the statement being a fake news article.",neutral,0.724537446,4.84896946
"My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people.",1,1,"Real (FAKE)

REASONING:
The statement ""My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, 'Heres how you need to sell cap-and-trade to the American people'"" contains high anger and fear along with moderate intensity, indicating that it likely originated from a political source. The statement also mentions selling cap-and-trade to the American people, which suggests that it may be part of a larger effort to promote climate change policies. Additionally, the use of the word ""sell"" implies that there was some form of sales pitch involved, further supporting its potential misinformation nature. Finally, the statement's similarity to other examples of misinformation suggests that it may have been intentionally crafted to deceive audiences.",anger,0.619239055,5.511721849
The United States has the most number of deductions available to corporations for the corporate income tax.,1,0,"Real
REASONING: 
The statement ""The United States has the most number of deductions available to corporations for the corporate income tax"" contains a strong indication of FAKE information due to its extreme emotional intensity, particularly in terms of fear. The statement's dominant emotion is FEAR, which is highly correlated with misinformation. Additionally, it features a HIGH ANGER score, indicating that it may contain inflammatory language or propaganda designed to trigger negative emotions in readers. Furthermore, the statement includes several HIGH FEAR elements, such as the use of the word ""worst,"" which suggests that it is intended to create a sense of urgency and panic among readers. Finally, the statement also features a significant amount of NEUTRAL emotional intensity, suggesting that it is likely to be balanced and objective in nature. In summary, while there is some uncertainty surrounding the accuracy of the",fear,0.837786474,6.44590497
"The Doherty Campaign, unlike the Cicilline Campaign, is funded mostly by individual donors -- not the big PACs that Cicilline relies on.",1,0,"REASONING: 

Target statement: The Doherty Campaign, unlike the Cicilline Campaign, is funded mostly by individual donors — not the big PACs that Cicilline relies on.

Similar training examples:
- Text: ""The Koch Brothers are spending more money than either the Democratic or Republican parties in the 2020 election cycle.""
- Similarity: 0.508
- Emotional profile:
  - Dominant emotion: fear
  - Emotion scores: Anger (0.53) Fear (0.96) Joy (0.68) Sadness (0.51) Surprise (0.26) Neutral (0.65)
  - Overall emotional intensity: 0.96
  - High fear - common in scare tactics and fake news",fear,0.961475521,5.989765644
"Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.",0,0,"Real
REASONING: The statement is based on a similiar training example where the sentiment towards the target statement is neutral, indicating no significant manipulation tactics. Additionally, the textual content and emotional context provide strong evidence against the claim being false.",neutral,0.629050051,1.853152514
"In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.",0,0,"REAL
REASONING: The statement ""In Rhode Island, only 5% of ozone pollution is from local or in-state sources. Ninety-five% comes from outside of our borders, particularly the Midwest,"" presents a clear and convincing case for its authenticity. The statement's neutral emotional profile indicates that it is unlikely to be fabricated or intentionally misleading. Additionally, the statement's content aligns well with known misinformation tactics such as fear-mongering and rage-baiting, which further reinforce its realism.",neutral,0.79804892,4.327021122
Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt.,1,1,"Real (FAKE)
Reasoning: 
The statement ""Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt"" contains high anger/fear + low neutrality indicators, which suggests it may be a false claim made by someone who is angry about the issue. The statement also features balanced emotions + moderate intensity, indicating that it may be based on some level of truth but could potentially contain misleading information. Additionally, the use of strong emotional language (""over $14 trillion"") and the mention of Brown's vote history suggest that the statement may have been intentionally designed to evoke strong emotions in the audience. Finally, the statement mentions Brown's support for government-run healthcare plans, which can be seen as a potential source of misinformation if presented inaccurately.",surprise,0.73063819,5.636809826
The federal government regulates the holes in Swiss cheese.,0,0,"Real
REASONING: 
The statement ""The federal government regulates the holes in Swiss cheese"" contains high anger and extreme emotional intensity, which indicates that it may be a deliberately false statement designed to manipulate public opinion towards a particular political agenda. The use of fear-mongering and manipulative rhetoric further supports this conclusion. Additionally, the statement's balance of emotions suggests that it was likely written by someone who understands the importance of balancing truthful information with emotional appeal. This analysis combines textual and emotional evidence to provide a more nuanced understanding of the statement's true nature.",anger,0.41817909,4.683109522
It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.,0,0,"Real

REASONING: 
The statement ""It is rare that a retirement grade determination is conducted for an officer previously retired from the US Armed Forces"" has a dominant emotion of surprise, with an overall emotional intensity of 0.23. The statement also contains several emotional patterns, including fear (highly expressed in Example 1), joy (present in Example 2), and surprise (strongly present in Example 3). This suggests that the statement may be a deliberately false claim designed to create fear among the target audience. Additionally, the statement's use of language such as ""only 25%,"" which implies a small percentage, reinforces the idea of a significant number being affected by the policy change. Finally, the statement's use of phrases like ""protecting Social Security benefits and changing the retirement age"" highlights its potential impact on the target population. Overall, the statement presents",surprise,0.234557298,6.352369308
The decision to remove Chick-fil-A from Emory University was based solely on student feedback.,0,0,"REAL
REASONING: Based on the similarity between the target statement and similar training examples, we can confidently conclude that the statement is a real factual report. The dominant emotional profile indicates that it is neutral in nature, with a high score for fear but also a low score for joy and surprise. This suggests that the statement is not intended to manipulate its audience and instead presents objective information about a specific event. Additionally, the combination of textual and emotional evidence supports our conclusion that the statement is genuine.",neutral,0.624667289,3.345928669
Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,0,1,"FAKE
REASONING: The statement ""Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply...,"" while not entirely false, contains significant emotional context that suggests it may be misleading. The high level of anger and fear present in the text, combined with the lack of balance in the emotional intensity score, suggest that the statement could potentially be propagandistic or designed to manipulate emotions. Additionally, the use of vague language and ambiguous phrases such as ""compliance"" and ""extra tax preparation costs"" may also contribute to the overall impression of uncertainty and confusion. Overall, the statement appears to fall under the category of fake news, which often uses emotional manipulation tactics to create a sense of urgency or fear around issues without providing clear information.",neutral,0.448920469,5.820006609
One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,0,0,"REASONING: The statement ""One percent of the American people make over 21% of all the income in America. That was not the way before George Bush became President,"" has a high level of anger and fear, along with balanced emotions and moderate intensity. This indicates that it may be a case of emotional manipulation, such as fear-mongering or rage-baiting. However, there is no clear indication of any specific manipulative tactic used in the statement. Overall, the statement seems to fall into the category of FAKE, based on its strong emotional context and manipulative tactics.",neutral,0.652152113,4.157126665
The mosquito population in South Florida is larger than it is in many other communities in the country.,0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
Example 1 (similarity: 0.510): Text: ""Florida's revenue is growing at a faster rate than almost any state in the country. According to the Tax Foundation, Florida's tax collections grew by $1 billion in fiscal year 2019, which was the largest increase since 2010.""
Label: REAL
Subject: Florida
Emotion: anger (intensity: 0.87) (High emotional intensity - common in misinformation)

Example 2 (similarity: 0.4",neutral,0.690712994,6.462518215
"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""",0,1,"REASONING: The statement ""GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule,"" is considered real by the same training examples used in the analysis. The statement's dominant emotional profile is neutral, indicating that it does not exhibit any significant emotional risks. Additionally, the statement compares favorably to other similar examples in terms of its textual content and emotional patterns. However, the statement also includes manipulative tactics such as fear-mongering and rage-baiting, which may have contributed to its misleading nature.",neutral,0.639923749,4.007526398
"On a single night in January 2015, state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless.",0,1,"Real (FAKE)
REASONING: 
The statement ""On a single night in January 2015, state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless,"" contains high anger and fear, indicating it may be inflammatory misinformation. The statement also includes balanced emotions and moderate intensity, which suggests it falls into the category of typical factual reporting. Additionally, the statement mentions the number of homeless veterans being reported by state and local planning agencies, which could indicate a potential manipulation tactic such as fear-mongering or rage-baiting.",neutral,0.747174425,5.032208443
Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits.,1,0,"Real

REASONING: 
The statement ""Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits"" contains a strong indication of misinformation due to its extreme emotional intensity (high anger and fear), which aligns with typical falsification techniques used in fake news. The statement also highlights the use of manipulative tactics such as fear-mongering and rage-baiting, which can be seen through the use of the word ""cut"" and the mention of terminally ill patients being sent to prison. Additionally, the statement's similarity to other training examples suggests that it may have been intentionally fabricated to fit into a specific narrative.",anger,0.84725961,4.850294113
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,1,1,"REASONING: Based on the textual and emotional evidence provided, we can confidently conclude that the statement ""Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control"" is a FAKE. The high anger/fear and extreme emotional intensity indicate that it is likely a deliberately misleading piece of propaganda designed to sow fear and confusion among the target audience. Additionally, the lack of balance in emotional intensity suggests that the author may be intentionally trying to manipulate their readers into believing something false. Finally, the use of emotional baiting techniques such as ""ban"" and ""block"" suggest that the author is attempting to create a sense of urgency and danger around a potentially dangerous policy proposal.",surprise,0.756502667,4.880043268
"Says that when Michelle Fields found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.",1,0,"Real
REASONING: The statement contains strong indicators of being real, including high anger/fear levels and balanced emotional intensity. Additionally, it mentions a security camera finding out about a sex tape, which is often associated with false information. This suggests that the statement may be based on actual events rather than fabricated ones.",sadness,0.90492383,2.839468479
On delaying a health care mandate on business.,0,1,"REASONING: 
The statement ""On delaying a healthcare mandate on business"" falls under the category of FAKE due to its high level of anger and fear, along with balanced emotions and moderate intensity. The statement's similarity to other similar training examples suggests that it may contain propagandistic elements such as fear mongering or rage-baiting. Additionally, the statement's overall emotional intensity indicates that it could potentially be manipulated through fear-mongering techniques. Overall, while there is some potential for misinformation, the statement does not meet our criteria for FAKE.",neutral,0.197718233,4.045630932
[Georgia] Republicans have mismanaged unemployment benefits.,1,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""Sens. Isaksons, Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georg...""
- Emotion: neutral (intensity: 0.48)
- Example 1 (similarity: 0.586)
- Text: ""The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than the average American family's income... The Republican Party's proposed healthcare plan would allow insurers to charge",sadness,0.851060194,6.285053015
Were 48th in K-12 funding and 50th in higher education.,0,0,"Real
REASONING: The statement ""Were 48th in K-12 funding and 50th in higher education"" exhibits high levels of anger and fear combined with low neutrality, indicating that it may be a case of emotional misinformation. This sentiment is reinforced by the use of strong negative keywords such as ""funding,"" ""education,"" and ""k-12."" Additionally, the statement's focus on historical figures like John G. Roberts Jr., which could potentially evoke feelings of nostalgia and patriotism, suggests that it may be intended to manipulate emotions. However, the overall emotional tone of the statement is neutral, suggesting that it may not be intentionally designed to deceive.",neutral,0.413630867,5.033302546
